inst_id,source,name,country,city_expected,homepage,csrankings_faculty,ror_query,ror_id,ror_name,ror_city,lat,lon,score,similarity,domain_match,coords_from,city_note,override_note,status,geocode_precision,geocode_query,geocode_display,shift_from_city_km
de-humboldt-university-of-berlin,csrankings,Humboldt University of Berlin,de,,https://www.informatik.hu-berlin.de/en,20,Humboldt University of Berlin,01hcx6992,Humboldt-Universität zu Berlin,Berlin,52.5183402,13.3929202,0.88,0.85,0,,,,auto,building,"Humboldt University of Berlin, Berlin","Humboldt-Universität zu Berlin, 6, Unter den Linden, Friedrichswerder, Dorotheenstadt, Mit",1.37
de-paderborn-university,csrankings,Paderborn University,de,,https://cs.uni-paderborn.de,20,Paderborn University,058kzsd48,Paderborn University,Paderborn,51.707521,8.7724141,1.00,1.00,0,,,,auto,building,"Paderborn University, Paderborn","Universität Paderborn, 100, Warburger Straße, Univiertel, Paderborn, Kreis Paderborn, Nord",1.78
de-university-of-freiburg,csrankings,University of Freiburg,de,,https://www.informatik.uni-freiburg.de/,20,University of Freiburg,0245cg223,University of Freiburg,Freiburg im Breisgau,47.9959,7.85222,1.00,1.00,0,,,,auto,city_centroid,,,0.00
de-university-of-kiel,csrankings,University of Kiel,de,,https://www.zs.informatik.uni-kiel.de,20,Kiel University,04v76ef78,Christian-Albrechts-Universität zu Kiel,Kiel,54.3458218,10.113073,1.00,1.00,1,,,,auto,street,"Christian-Albrechts-Universität zu Kiel, Kiel","Christian-Albrechts-Universität zu Kiel, Hasselmannstraße, Schützenpark, Südfriedhof, Kiel",3.07
de-university-of-leipzig,csrankings,University of Leipzig,de,,https://www.informatik.uni-leipzig.de,20,University of Leipzig,03s7gtk40,Leipzig University,Leipzig,51.3384539,12.3786386,1.00,1.00,0,,,,auto,street,"Leipzig University, Leipzig","Universität Leipzig, Universitätsstraße, Zentrum, Mitte, Leipzig, Sachsen, 04109, Deutschl",0.53
de-freie-universitaet-berlin,csrankings,Freie Universitaet Berlin,de,,https://www.mi.fu-berlin.de/en/inf/,19,Freie Universitaet Berlin,046ak2485,Freie Universität Berlin,Berlin,52.4528565,13.2907249,0.96,0.98,0,,,,auto,street,"Freie Universitaet Berlin, Berlin","Freie Universität Berlin, Lansstraße, Dahlem, Steglitz-Zehlendorf, Berlin, 14195, Deutschl",11.36
de-hamburg-university-of-technology,csrankings,Hamburg University of Technology,de,,https://www.tuhh.de/tuhh/en/schools/electrical-engineering-computer-science-and-mathematics,19,Hamburg University of Technology,04bs1pb34,Hamburg University of Technology,Hamburg,53.4610001,9.9692264,1.00,1.00,1,,,,auto,street,"Hamburg University of Technology, Hamburg","Technische Universität Hamburg, Denickestraße, Harburg, Hamburg, 21073, Deutschland",10.10
de-tu-braunschweig,csrankings,TU Braunschweig,de,,https://www.ibr.cs.tu-bs.de,19,TU Braunschweig,010nsgg66,Technische Universität Braunschweig,Braunschweig,52.2761359,10.5410923,1.00,1.00,0,,,,auto,street,"TU Braunschweig, Braunschweig","TU Braunschweig, Hans-Sommer-Straße, Östliches Ringgebiet, Braunschweig, Niedersachsen, 38",1.50
de-university-of-bremen,csrankings,University of Bremen,de,,https://www.informatik.uni-bremen.de,19,University of Bremen,04ers2y35,University of Bremen,Bremen,53.1079646,8.8556646,1.00,1.00,0,,,,auto,building,"University of Bremen, Bremen","Universität Bremen, 1, Bibliothekstraße, Lehe, Horn-Lehe, Bremen-Ost, Bremen, 28359, Deuts",4.82
de-university-of-rostock,csrankings,University of Rostock,de,,https://vcg.informatik.uni-rostock.de,19,University of Rostock,03zdwsf69,University of Rostock,Rostock,54.0887,12.14049,1.00,1.00,0,,,,auto,city_centroid,,,0.00
de-university-of-wuppertal,csrankings,University of Wuppertal,de,,https://www-num.math.uni-wuppertal.de,19,University of Wuppertal,00613ak93,University of Wuppertal,Wuppertal,51.25627,7.14816,1.00,1.00,1,,,,auto,city_centroid,,,0.00
it-university-of-padova,csrankings,University of Padova,it,,https://www.math.unipd.it,19,University of Padova,00240q980,University of Padua,Padua,45.4066496,11.8774407,1.00,1.00,1,,,,auto,building,"University of Padova, Padua","Università di Padova, 2, Via Otto Febbraio, San Giuseppe, Padova, Veneto, 35122, Italia",0.67
at-university-of-innsbruck,csrankings,University of Innsbruck,at,,https://www.uibk.ac.at/en/informatik/,18,University of Innsbruck,054pv6659,Universität Innsbruck,Innsbruck,47.2596957,11.3872319,1.00,1.00,1,,,,auto,street,"Universität Innsbruck, Innsbruck","Universitätsgelände Medizinische Universität Innsbruck, Schöpfstraße, Wilten, Innsbruck, T",0.64
de-tu-ilmenau,csrankings,TU Ilmenau,de,,https://www.tu-ilmenau.de,18,TU Ilmenau,01weqhp73,Technische Universität Ilmenau,Ilmenau,50.6824953,10.936496,1.00,1.00,1,,,,auto,street,"TU Ilmenau, Ilmenau","Technische Universität Ilmenau, Bücheloher Straße, Unterpörlitz, Ilmenau, Ilm-Kreis, Thüri",1.26
de-university-of-bayreuth,csrankings,University of Bayreuth,de,,https://www.ai2.uni-bayreuth.de,18,University of Bayreuth,0234wmv40,University of Bayreuth,Bayreuth,49.9270796,11.5872266,1.00,1.00,0,,,,auto,building,"University of Bayreuth, Bayreuth","Universität Bayreuth, 30, Universitätsstraße, Cosima-Wagner- / Nürnberger- / Universitätss",2.38
it-university-of-sannio,csrankings,University of Sannio,it,,https://www.unisannio.it,18,University of Sannio,04vc81p87,University of Sannio,Benevento,41.1307,14.77816,1.00,1.00,1,,,,auto,city_centroid,,,0.00
cy-cyprus-university-of-technology,csrankings,Cyprus University of Technology,cy,,https://www.cut.ac.cy/faculties/fet/eecei/,17,Cyprus University of Technology,05qt8tf94,Cyprus University of Technology,Limassol,34.6763788,33.044583,1.00,1.00,1,,,,auto,street,"Cyprus University of Technology, Limassol","Cyprus University of Technology, Athinon, Καθολική, Λεμεσός, Δήμος Λεμεσού, Επαρχία Λεμεσο",1.05
de-university-of-bamberg,csrankings,University of Bamberg,de,,https://www.uni-bamberg.de,17,University of Bamberg,01c1w6d29,University of Bamberg,Bamberg,49.89873,10.90067,1.00,1.00,0,,,,auto,city_centroid,,,0.00
es-imdea-networks-institute,csrankings,IMDEA Networks Institute,es,,https://networks.imdea.org,17,IMDEA Networks,04mm9fg30,IMDEA Networks,Leganés,40.3367214,-3.770745,1.00,1.00,0,,,,auto,building,"IMDEA Networks, Leganés","Fundación Imdea Networks, 22, Avenida del Mar Mediterráneo, Campo de Tiro, San Nicasio, Le",1.23
it-university-of-cagliari,csrankings,University of Cagliari,it,,https://web.unica.it/unica/en/dip_matinfo.page,17,University of Cagliari,003109y17,University of Cagliari,Cagliari,39.23054,9.11917,1.00,1.00,0,,,,auto,city_centroid,,,0.00
be-university-of-antwerp,csrankings,University of Antwerp,be,,https://www.uantwerpen.be,16,University of Antwerp,008x57b05,University of Antwerp,Antwerp,51.1843856,4.4199387,1.00,1.00,0,,,,auto,street,"University of Antwerp, Antwerp","Campus Middelheim Universiteit Antwerpen, Lindendreef, Middelheim, Antwerpen, Vlaanderen, ",4.24
de-bielefeld-university,csrankings,Bielefeld University,de,,https://www.uni-bielefeld.de/fakultaeten/technische-fakultaet/,16,Bielefeld University,02hpadn98,Bielefeld University,Bielefeld,52.03333,8.53333,1.00,1.00,1,,,,auto,city_centroid,,,0.00
de-tu-chemnitz,csrankings,TU Chemnitz,de,,https://www.tu-chemnitz.de,16,TU Chemnitz,00a208s56,Chemnitz University of Technology,Chemnitz,50.8142025,12.9293622,1.00,1.00,0,,,,auto,street,"TU Chemnitz, Chemnitz","Technische Universität Chemnitz, Bernsdorfer Straße, Bernsdorf, Chemnitz, Lichtenau, Sachs",2.39
de-university-of-konstanz,csrankings,University of Konstanz,de,,https://www.informatik.uni-konstanz.de/en/,16,University of Konstanz,0546hnb39,University of Konstanz,Konstanz,47.6899569,9.1882624,1.00,1.00,1,,,,auto,building,"University of Konstanz, Konstanz","Universität Konstanz, 10, Universitätsstraße, Egg, Konstanz, VVG der Stadt Konstanz, Landk",3.42
de-university-of-passau,csrankings,University of Passau,de,,https://www.fim.uni-passau.de,16,University of Passau,05ydjnb78,University of Passau,Passau,48.5675495,13.452108,1.00,1.00,0,,,,auto,street,"University of Passau, Passau","Universität Passau, Augustinergasse, Altstadt, Passau, Bayern, 94032, Deutschland",1.54
cy-university-of-nicosia,csrankings,University of Nicosia,cy,,https://www.unic.ac.cy,15,University of Nicosia,04v18t651,University of Nicosia,Nicosia,35.1660481,33.3149405,1.00,1.00,1,,,,auto,street,"University of Nicosia, Nicosia","University of Nicosia, Λεωφόρος Γρίβα Διγενή, Έγκωμη, Λευκωσία - Lefkoşa, Δήμος Λευκωσίας,",4.59
es-universidad-rey-juan-carlos,csrankings,Universidad Rey Juan Carlos,es,,https://www.tsc.urjc.es,15,Universidad Rey Juan Carlos,01v5cv687,Universidad Rey Juan Carlos,Madrid,40.4271892,-3.7186407,1.00,1.00,1,,,,auto,building,"Universidad Rey Juan Carlos, Madrid","Universidad Rey Juan Carlos, 21, Calle de Quintana, Argüelles, Moncloa-Aravaca, Madrid, Co",1.81
hu-university-of-szeged,csrankings,University of Szeged,hu,,https://www.inf.u-szeged.hu,15,University of Szeged,01pnej532,University of Szeged,Szeged,46.2500455,20.1465034,1.00,1.00,0,,,,auto,building,"University of Szeged, Szeged","Szegedi Tudományegyetem, 13, Dugonics tér, Belváros, Szeged, Szegedi járás, Csongrád-Csaná",0.35
it-gssi,csrankings,GSSI,it,,https://cs.gssi.it,15,Gran Sasso Science Institute,043qcb444,Gran Sasso Science Institute,L’Aquila,42.3455885,13.4004688,1.00,1.00,1,,,,auto,building,"GSSI, L’Aquila","Gran Sasso Science Institute, 7, Viale Francesco Crispi, Quarto di San Giorgio, Torretta, ",0.56
de-tu-clausthal,csrankings,TU Clausthal,de,,https://www.isse.tu-clausthal.de,14,TU Clausthal,04qb8nc58,Clausthal University of Technology,Clausthal-Zellerfeld,51.806073,10.3370092,1.00,1.00,1,,,,auto,street,"TU Clausthal, Clausthal-Zellerfeld","TU Clausthal, Erzstraße, Clausthal, Clausthal-Zellerfeld, Landkreis Goslar, Niedersachsen,",0.39
de-university-of-kassel,csrankings,University of Kassel,de,,https://www.uni-kassel.de/eecs/en,14,University of Kassel,04zc7p361,University of Kassel,Kassel,51.31667,9.5,1.00,1.00,1,,,,auto,city_centroid,,,0.00
de-university-of-potsdam,csrankings,University of Potsdam,de,,https://www.uni-potsdam.de/en/cs,14,University of Potsdam,03bnmw459,University of Potsdam,Potsdam,52.39886,13.06566,1.00,1.00,0,,,,auto,city_centroid,,,0.00
ie-maynooth-university,csrankings,Maynooth University,ie,,https://www.maynoothuniversity.ie/computer-science,14,Maynooth University,048nfjm95,"National University of Ireland, Maynooth",Maynooth,53.3821766,-6.5987338,1.00,1.00,0,,,,auto,street,"Maynooth University, Maynooth","Maynooth University, Kilcock Road, Maynooth ED, The Municipal District of Clane — Maynooth",0.46
se-lund-university,csrankings,Lund University,se,,https://cs.lth.se,14,Lund University,012a77v79,Lund University,Lund,55.7126504,13.2107587,1.00,1.00,0,,,,auto,building,"Lund University, Lund","Lunds Tekniska Högskola, Box 118, Tornavägen, Norra universitetsområdet, Norr, Lund, Lunds",1.33
se-malm-university,csrankings,Malmö University,se,,https://mau.se,14,Malmö University,05wp7an13,Malmö University,Malmo,55.6088853,12.9932225,1.00,1.00,1,,,,auto,street,"Malmö University, Malmo","Malmö universitet, Solhöjdsgatan, Västra Hamnen, Norr, Malmö, Malmö kommun, Skåne län, 211",0.58
de-thws,csrankings,THWS,de,,https://fiw.thws.de,13,Technische Hochschule Würzburg-Schweinfurt,01k5h5v15,Technical University of Applied Sciences Würzburg-Schweinfurt,Würzburg,49.7876141,9.9337894,1.00,1.00,0,,,,auto,street,"THWS, Würzburg","THWS, Zwinger, Innenstadt, Würzburg Altstadt, Würzburg, Bayern, 97070, Deutschland",1.43
de-university-of-d-sseldorf,csrankings,University of Düsseldorf,de,,https://www.cs.hhu.de,13,Heinrich Heine University Düsseldorf,024z2rq82,Heinrich Heine University Düsseldorf,Düsseldorf,51.1907733,6.7935167,1.00,1.00,0,,,,auto,building,"Heinrich Heine University Düsseldorf, Düsseldorf","Heinrich-Heine-Universität Düsseldorf, 1, Universitätsstraße, Bilk, Stadtbezirk 3, Düsseld",3.65
de-brandenburg-univ-of-technology,csrankings,Brandenburg Univ. of Technology,de,,https://www.b-tu.de/en/institut-fuer-informatik,12,Brandenburg University of Technology Cottbus-Senftenberg,02wxx3e24,Brandenburg University of Technology Cottbus-Senftenberg,Senftenberg,51.52517,14.00164,1.00,1.00,1,,,,auto,city_centroid,,,0.00
mt-university-of-malta,csrankings,University of Malta,mt,,https://www.um.edu.mt/ict/cs/,12,University of Malta,03a62bv60,University of Malta,Msida,35.9020939,14.4834607,1.00,1.00,1,,,,auto,street,"University of Malta, Msida","L-Università ta' Malta, Triq Roberto Ranieri Costaguti, L-Imsida, Reġjun tal-Lvant, MSD 20",1.07
de-bauhaus-university-weimar,csrankings,Bauhaus University Weimar,de,,https://www.uni-weimar.de/en/media/structure/computer-science-department,11,Bauhaus University Weimar,033bb5z47,Bauhaus-Universität Weimar,Weimar,50.9757134,11.3301092,1.00,1.00,0,,,,auto,building,"Bauhaus University Weimar, Weimar","Bauhaus-Universität Weimar, 7-9, Bauhausstraße, Südstadt, Weimar, Thüringen, 99423, Deutsc",0.52
de-university-of-marburg,csrankings,University of Marburg,de,,https://www.uni-marburg.de/en/fb12,11,Philipps-Universität Marburg,01rdrb571,Philipps University of Marburg,Marburg,50.80904,8.77069,1.00,1.00,1,,,Matched Wismar University of Applied Sciences 450 km away,auto,city_centroid,,,0.00
de-university-of-osnabr-ck,csrankings,University of Osnabrück,de,,https://www.informatik.uni-osnabrueck.de,11,Osnabrück University,04qmmjx98,Osnabrück University,Osnabrück,52.27264,8.0498,1.00,1.00,0,,,,auto,city_centroid,,,0.00
ch-university-of-fribourg,csrankings,University of Fribourg,ch,,https://www.unifr.ch,10,University of Fribourg,022fs9h90,University of Fribourg,Fribourg,46.80237,7.15128,1.00,1.00,1,,,,auto,city_centroid,,,0.00
de-university-of-mannheim,csrankings,University of Mannheim,de,,https://www.wim.uni-mannheim.de/en/,10,Universität Mannheim,03nt4av35,Stadt Mannheim,Mannheim,49.4823658,8.5061279,0.93,0.76,1,,,ROR identity unresolved (best match is the city government); city Mannheim is correct so the coordinate stands,auto,street,"Stadt Mannheim, Mannheim","Stadt Mannheim, Hans-Reschke-Ufer, Oststadt, Schwetzingerstadt/Oststadt, Mannheim, Baden-W",2.93
de-university-of-trier,csrankings,University of Trier,de,,https://www.uni-trier.de,10,University of Trier,02778hg05,Universität Trier,Trier,49.75565,6.63935,1.00,1.00,0,,,,auto,city_centroid,,,0.00
lv-university-of-latvia,csrankings,University of Latvia,lv,,https://www.lu.lv/en/about-us/structure/institutes/ul-institute-of-mathematics-and-computer-science/,10,University of Latvia,05g3mes96,University of Latvia,Riga,56.9507589,24.1162755,1.00,1.00,0,,,,auto,building,"University of Latvia, Riga","Latvijas Universitāte, 19, Raiņa bulvāris, Centrs, Centra apkaime, Rīga, LV-1050, Latvija",0.82
sk-kempelen-institute-kinit,csrankings,Kempelen Institute - KInIT,sk,,https://kinit.sk,9,Kempelen Institute of Intelligent Technologies,02j78kr76,Kempelen Institute of Intelligent Technologies,Bratislava,48.14816,17.10674,1.00,1.00,1,,,,auto,city_centroid,,,0.00
ch-university-of-basel,csrankings,University of Basel,ch,,https://dmi.unibas.ch,8,University of Basel,02s6k3f65,University of Basel,Basel,47.55839,7.57327,1.00,1.00,1,,,,auto,city_centroid,,,0.00
de-university-of-halle-wittenberg,csrankings,University of Halle-Wittenberg,de,,https://www.informatik.uni-halle.de,8,Martin Luther University Halle-Wittenberg,05gqaka33,Martin Luther University Halle-Wittenberg,Halle,51.48158,11.97947,1.00,1.00,0,,,,auto,city_centroid,,,0.00
de-university-of-mainz,csrankings,University of Mainz,de,,https://www.cs.uni-mainz.de,8,University of Mainz,031bsb921,University of Mannheim,Mannheim,49.4891,8.46694,0.94,0.83,0,,,,auto,city_centroid,,,0.00
es-universidad-de-zaragoza,csrankings,Universidad de Zaragoza,es,,https://webdiis.unizar.es,8,Universidad de Zaragoza,012a91z28,Universidad de Zaragoza,Zaragoza,41.65606,-0.87734,1.00,1.00,1,,,,auto,city_centroid,,,0.00
it-university-of-molise,csrankings,University of Molise,it,,https://docenti.unimol.it,8,University of Molise,04z08z627,University of Molise,Campobasso,41.55947,14.66737,1.00,1.00,0,,,,auto,city_centroid,,,0.00
de-jacobs-university-bremen,csrankings,Jacobs University Bremen,de,,https://constructor.university/research/school-of-computer-science-and-engineering,7,Jacobs University Bremen,02yrs2n53,Constructor University,Bremen,53.1675194,8.6511191,1.00,1.00,1,,,,auto,building,"Jacobs University Bremen, Bremen","Constructor University, 1, Campus Ring, Tauwerkquartier, Grohn, Vegesack, Bremen-Nord, Bre",14.57
it-scuola-superiore-sant-anna,csrankings,Scuola Superiore Sant'Anna,it,,https://retis.sssup.it,7,Scuola Superiore Sant'Anna,025602r80,Scuola Superiore Sant'Anna,Pisa,43.7206078,10.4026444,1.00,1.00,0,,,,auto,building,"Scuola Superiore Sant'Anna, Pisa","Scuola Superiore Sant'Anna, 33, Piazza Martiri della Libertà, San Francesco, Pisa, Toscana",1.35
it-university-of-l-aquila,csrankings,University of L'Aquila,it,,https://www.disim.univaq.it/,7,University of L'Aquila,01j9p1r26,University of L'Aquila,L’Aquila,42.35055,13.39954,1.00,1.00,1,,,,auto,city_centroid,,,0.00
ro-babe-bolyai-university,csrankings,Babeș-Bolyai University,ro,,https://www.cs.ubbcluj.ro,7,Babeș-Bolyai University,02rmd1t30,Babeș-Bolyai University,Cluj-Napoca,46.7677836,23.5919766,1.00,1.00,1,,,,auto,building,"Babeș-Bolyai University, Cluj-Napoca","Universitatea Babeș-Bolyai, 1, Strada Mihail Kogălniceanu, Centru, Cluj-Napoca, Zona Metro",0.62
bg-insait,csrankings,INSAIT,bg,,https://insait.ai,6,INSAIT,,,Sofia,42.66982,23.3714994,,,,bg-su,coords borrowed from bg-su,"Founded 2022; not in ROR. Anchored to Sofia University, its host campus",anchored,street,"INSAIT, Sofia","INSAIT, Йозеф Мургаш, м. Къро, София, Младост, Столична, София-град, 1787, България",4.95
ch-university-of-bern,csrankings,University of Bern,ch,,https://www.iam.unibe.ch,6,University of Bern,02k7v4d05,University of Bern,Bern,46.9509726,7.4386841,1.00,1.00,1,,,,auto,street,"University of Bern, Bern","Universität Bern, Kleine Westtangente, Länggasse, Stadtteil II, Bern, Verwaltungskreis Ber",0.74
de-tu-freiberg,csrankings,TU Freiberg,de,,https://tu-freiberg.de,6,TU Bergakademie Freiberg,031vc2293,TU Bergakademie Freiberg,Freiberg,50.9249694,13.3316359,1.00,1.00,0,,,,auto,street,"TU Bergakademie Freiberg, Freiberg","TU Bergakademie Freiberg, Petersstraße, Petriviertel, Altstadt, Freiberg, Mittelsachsen, S",1.64
ee-tallinn-university-of-technology,csrankings,Tallinn University of Technology,ee,,https://taltech.ee/en/school-of-information-technologies,6,Tallinn University of Technology,0443cwa12,Tallinn University of Technology,Tallinn,59.3949741,24.6676189,1.00,1.00,1,,,,auto,building,"Tallinn University of Technology, Tallinn","Tallinna Tehnikaülikool, 5, Ehitajate tee, Mustamäe, Mustamäe linnaosa, Tallinn, Harju maa",6.74
de-university-of-cologne,csrankings,University of Cologne,de,,https://cs.uni-koeln.de,5,University of Cologne,00rcxh774,University of Cologne,Cologne,50.9280445,6.9281305,1.00,1.00,0,,,,auto,building,"University of Cologne, Cologne","Universität zu Köln, 1, Lindenstraße, Rathenauviertel, Südstadt, Neustadt/Süd, Innenstadt,",1.64
fr-ecole-normale-superieure-de-rennes,csrankings,Ecole Normale Superieure de Rennes,fr,,http://www.ens-rennes.fr/research-in-computer-sciences-and-telecommunications-157088.kjsp,5,Ecole Normale Superieure de Rennes,03rxtdc22,École Normale Supérieure de Rennes,Bruz,48.0457455,-1.7460712,1.00,1.00,0,,,,auto,street,"Ecole Normale Superieure de Rennes, Bruz","École normale supérieure de Rennes, Avenue Robert Schumann, La Croix Madame, Bruz, Rennes,",2.35
de-university-of-hildesheim,csrankings,University of Hildesheim,de,,https://www.uni-hildesheim.de/en/fb4/institute/ifi/,3,University of Hildesheim,02f9det96,University of Hildesheim,Hildesheim,52.15077,9.95112,1.00,1.00,1,,,,auto,city_centroid,,,0.00
no-simula-uib,csrankings,Simula UiB,no,,https://www.simula.no/research/projects/simula-uib,2,Simula UiB,05kmggt55,Simula UiB,Bergen,60.3807683,5.330644,1.00,1.00,0,,,,auto,street,"Simula UiB, Bergen","Simula UiB AS, Thormøhlens gate, Møhlenpris, Bergenhus, Bergen, Vestland, 5058, Norge",1.41
gr-university-of-patras,csrankings,University of Patras,gr,,https://www.ceid.upatras.gr/en/home/,1,University of Patras,017wvtq80,University of Patras,Pátrai,38.24444,21.73444,1.00,1.00,1,,,,auto,city_centroid,,,0.00
it-university-of-udine,csrankings,University of Udine,it,,https://dmif.uniud.it/en/,1,University of Udine,05ht0mh31,University of Udine,Udine,46.0693,13.23715,1.00,1.00,1,,,,auto,city_centroid,,,0.00
de-mpi-inf,supplement,MPI for Informatics,de,Saarbrücken,,,Max Planck Institute for Informatics,01w19ak89,Max Planck Institute for Informatics,Saarbrücken,49.2579327,7.0457789,1.00,1.00,0,,,,auto,building,"MPI for Informatics, Saarbrücken","Max-Planck-Institut für Informatik, E1 4, Campus, Universität, St. Johann, Bezirk Mitte, S",3.84
de-mpi-sws-sb,supplement,MPI for Software Systems (Saarbrücken),de,Saarbrücken,,,Max Planck Institute for Software Systems,02pe2kf23,Max Planck Institute for Software Systems,Saarbrücken,49.2575353,7.0462785,1.00,1.00,0,,,,auto,building,"Max Planck Institute for Software Systems, Saarbrücken","Max-Planck-Institut für Softwaresysteme, E1 5, Campus, Universität, St. Johann, Bezirk Mit",3.83
de-mpi-sws-kl,supplement,MPI for Software Systems (Kaiserslautern),de,Kaiserslautern,,,Max Planck Institute for Software Systems,02pe2kf23,Max Planck Institute for Software Systems,Landau,49.19844,8.11692,1.00,1.00,0,de-tu-kaiserslautern,"expected Kaiserslautern, ROR says Saarbrücken — unrelated names, not a translation; coords borrowed from de-tu-kaiserslautern",Second MPI-SWS site; ROR record points at Saarbrücken,anchored,city_centroid,,,0.00
de-mpi-is-tue,supplement,MPI for Intelligent Systems (Tübingen),de,Tübingen,,,Max Planck Institute for Intelligent Systems,04fq9j139,Max Planck Institute for Intelligent Systems,Tübingen,48.5355038,9.0579217,1.00,1.00,0,de-university-of-t-bingen,"expected Tübingen, ROR says Stuttgart — unrelated names, not a translation; coords borrowed from de-university-of-t-bingen",ROR registers MPI-IS in Stuttgart; the Tübingen campus is the AI site,anchored,building,"Max-Planck-Institut für Intelligente Systeme, Tübingen","Max-Planck-Institut für Intelligente Systeme, 4, Max-Planck-Ring, Max-Planck-Institut, Sch",1.49
de-mpi-is-stu,supplement,MPI for Intelligent Systems (Stuttgart),de,Stuttgart,,,Max Planck Institute for Intelligent Systems,04fq9j139,Max Planck Institute for Intelligent Systems,Stuttgart,48.7467743,9.0806663,1.00,1.00,0,,,ROR location is already the Stuttgart site,auto,building,"Max-Planck-Institut für Intelligente Systeme, Stuttgart","Max-Planck-Institut für Intelligente Systeme, 3, Heisenbergstraße, Büsnau, Vaihingen, Stut",8.09
de-mpi-kyb,supplement,MPI for Biological Cybernetics,de,Tübingen,,,Max Planck Institute for Biological Cybernetics,026nmvv73,Max Planck Institute for Biological Cybernetics,Tübingen,48.5369125,9.0592253,1.00,1.00,0,,,,auto,building,"Max Planck Institute for Biological Cybernetics, Tübingen","Max-Planck-Institut für Biologische Kybernetik, 8, Max-Planck-Ring, Max-Planck-Institut, S",1.67
de-mpi-sp,supplement,MPI for Security and Privacy,de,Bochum,,,Max Planck Institute for Security and Privacy,00bj0r217,Max Planck Institute for Security and Privacy,Bochum,51.4445545,7.2562782,1.00,1.00,0,,,,auto,building,"Max Planck Institute for Security and Privacy, Bochum","Max-Planck-Institut für Sicherheit und Privatsphäre, 140, Universitätsstraße, Querenburg, ",4.96
de-mpi-mis,supplement,MPI for Mathematics in the Sciences,de,Leipzig,,,Max Planck Institute for Mathematics in the Sciences,00ez2he07,Max Planck Institute for Mathematics in the Sciences,Leipzig,51.33962,12.37129,1.00,1.00,0,,,,auto,city_centroid,,,0.00
de-mpi-cbg,supplement,MPI of Molecular Cell Biology and Genetics,de,Dresden,,,Max Planck Institute of Molecular Cell Biology and Genetics,05b8d3w18,Max Planck Institute of Molecular Cell Biology and Genetics,Dresden,51.0583873,13.7845056,1.00,1.00,0,,,,auto,building,"Max Planck Institute of Molecular Cell Biology and Genetics, Dresden","Max-Planck-Institut für molekulare Zellbiologie und Genetik (MPI CBG), 108, Pfotenhauerstr",3.33
de-mpi-hd-chm,supplement,MPI for Human Development (Center for Humans and Machines),de,Berlin,,,Max Planck Institute for Human Development,02pp7px91,Max Planck Institute for Human Development,Berlin,52.4686894,13.3037589,1.00,1.00,0,,,,auto,building,"Max Planck Institute for Human Development, Berlin","Max-Planck-Institut für Bildungsforschung, 94, Lentzeallee, Gartenstadt, Wilmersdorf, Char",9.52
de-ellis-inst-tue,supplement,ELLIS Institute Tübingen,de,Tübingen,,,ELLIS Institute Tübingen,036z3g533,ELLIS Institute Tübingen,Tübingen,48.5384843,9.0558772,1.00,1.00,0,de-university-of-t-bingen,coords borrowed from de-university-of-t-bingen,,auto,building,"ELLIS Institute Tübingen, Tübingen","ELLIS Institute Tübingen gGmbH, 2, Maria-von-Linden-Straße, Schönblick / Winkelwiese, Schö",1.78
de-tue-ai-center,supplement,Tübingen AI Center,de,Tübingen,,,Tübingen AI Center,0107nyd78,Tübingen AI Center,Tübingen,48.5386314,9.0550182,1.00,1.00,0,de-university-of-t-bingen,coords borrowed from de-university-of-t-bingen,,auto,building,"Tübingen AI Center, Tübingen","Tübingen AI Center, 1, Maria-von-Linden-Straße, Schönblick / Winkelwiese, Schönblick/Winke",1.79
de-dfki-sb,supplement,DFKI Saarbrücken,de,Saarbrücken,,,German Research Centre for Artificial Intelligence,01ayc5b57,German Research Centre for Artificial Intelligence,Saarbrücken,49.2569205,7.0419508,1.00,1.00,0,de-saarland-university,"expected Saarbrücken, ROR says Kaiserslautern — unrelated names, not a translation; coords borrowed from de-saarland-university",DFKI is multi-site; anchor to the Saarbrücken campus,anchored,building,"DFKI, Saarbrücken","Deutsches Forschungszentrum für Künstliche Intelligenz, 3, Stuhlsatzenhaus, Universität, S",3.57
de-dfki-kl,supplement,DFKI Kaiserslautern,de,Kaiserslautern,,,German Research Centre for Artificial Intelligence,01ayc5b57,German Research Centre for Artificial Intelligence,Landau,49.19844,8.11692,1.00,1.00,0,de-tu-kaiserslautern,coords borrowed from de-tu-kaiserslautern,,auto,city_centroid,,,0.00
de-dfki-hb,supplement,DFKI Robotics Innovation Center,de,Bremen,,,German Research Centre for Artificial Intelligence,01ayc5b57,German Research Centre for Artificial Intelligence,Bremen,53.07582,8.80717,1.00,1.00,0,de-university-of-bremen,"expected Bremen, ROR says Kaiserslautern — unrelated names, not a translation; coords borrowed from de-university-of-bremen",,anchored,city_centroid,,,0.00
de-dfki-be,supplement,DFKI Berlin,de,Berlin,,,German Research Centre for Artificial Intelligence,01ayc5b57,German Research Centre for Artificial Intelligence,Berlin,52.5243079,13.3444441,1.00,1.00,0,de-tu-berlin,"expected Berlin, ROR says Kaiserslautern — unrelated names, not a translation; coords borrowed from de-tu-berlin",,anchored,building,"DFKI, Berlin","Deutsches Forschungszentrum für Künstliche Intelligenz, 91c, Alt-Moabit, Westfälisches Vie",4.47
