inst_id,source,name,country,city_expected,homepage,csrankings_faculty,ror_query,ror_id,ror_name,ror_city,lat,lon,score,similarity,domain_match,coords_from,city_note,override_note,status
gb-university-of-manchester,csrankings,University of Manchester,gb,,https://www.cs.manchester.ac.uk/,83,University of Manchester,027m9bs27,University of Manchester,Manchester,53.48095,-2.23743,1.00,1.00,0,,,,auto
nl-university-of-twente,csrankings,University of Twente,nl,,https://www.utwente.nl/en/eemcs/,81,University of Twente,006hf6230,University of Twente,Enschede,52.21833,6.89583,1.00,1.00,1,,,,auto
gb-university-of-essex,csrankings,University of Essex,gb,,https://www.essex.ac.uk,80,University of Essex,02nkf1q06,University of Essex,Colchester,51.88921,0.90421,1.00,1.00,1,,,,auto
gb-cardiff-university,csrankings,Cardiff University,gb,,https://www.cardiff.ac.uk/computer-science,77,Cardiff University,03kk7td41,Cardiff University,Cardiff,51.48,-3.18,1.00,1.00,0,,,,auto
gb-university-of-york,csrankings,University of York,gb,,https://www.york.ac.uk/computer-science/,77,University of York,04m01e293,University of York,York,53.95763,-1.08271,1.00,1.00,1,,,,auto
it-university-of-salerno,csrankings,University of Salerno,it,,https://www.unisa.it,77,University of Salerno,0192m2k53,University of Salerno,Fisciano,40.77175,14.79454,1.00,1.00,1,,,,auto
nl-tu-eindhoven,csrankings,TU Eindhoven,nl,,https://www.win.tue.nl,77,Eindhoven University of Technology,02c2kyt77,Eindhoven University of Technology,Eindhoven,51.44083,5.47778,1.00,1.00,1,,,,auto
es-polytechnic-univ-of-catalonia,csrankings,Polytechnic Univ. of Catalonia,es,,https://www.cs.upc.edu/,76,Universitat Politècnica de Catalunya,03mb6wj31,Universitat Politècnica de Catalunya,Barcelona,41.38879,2.15899,1.00,1.00,1,,,,auto
gb-king-s-college-london,csrankings,King's College London,gb,,https://www.kcl.ac.uk/informatics,76,King's College London,0220mzb33,King's College London,London,51.50853,-0.12574,1.00,1.00,0,,,,auto
gb-university-of-sheffield,csrankings,University of Sheffield,gb,,https://www.sheffield.ac.uk/cs,76,University of Sheffield,05krs5044,University of Sheffield,Sheffield,53.38297,-1.4659,1.00,1.00,1,,,,auto
ee-university-of-tartu,csrankings,University of Tartu,ee,,https://cs.ut.ee/,70,University of Tartu,03z77qz90,University of Tartu,Tartu,58.38062,26.72509,1.00,1.00,1,,,,auto
at-graz-university-of-technology,csrankings,Graz University of Technology,at,,https://www.tugraz.at/fakultaeten/csbme/home,69,Graz University of Technology,00d7xrm67,Graz University of Technology,Graz,47.06733,15.44197,1.00,1.00,1,,,,auto
fi-aalto-university,csrankings,Aalto University,fi,,https://www.aalto.fi/en/department-of-computer-science,69,Aalto University,020hwjq30,Aalto University,Espoo,60.2052,24.6522,1.00,1.00,1,,,,auto
pl-university-of-warsaw,csrankings,University of Warsaw,pl,,https://www.mimuw.edu.pl/en/,69,University of Warsaw,039bjqg32,University of Warsaw,Warsaw,52.22977,21.01178,1.00,1.00,0,,,,auto
nl-vu-amsterdam,csrankings,VU Amsterdam,nl,,https://vu.nl/en/about-vu/faculties/faculty-of-science/departments/computer-science,68,VU Amsterdam,008xxew50,Vrije Universiteit Amsterdam,Amsterdam,52.37403,4.88969,1.00,1.00,1,,,,auto
gb-brunel-university-london,csrankings,Brunel University London,gb,,https://www.brunel.ac.uk/computer-science,67,Brunel University London,00dn4t376,Brunel University of London,London,51.50853,-0.12574,1.00,1.00,1,,,,auto
ch-eth-zurich,csrankings,ETH Zurich,ch,,https://inf.ethz.ch/,65,ETH Zurich,05a28rw58,ETH Zurich,Zurich,47.36667,8.55,1.00,1.00,1,,,,auto
gb-university-of-warwick,csrankings,University of Warwick,gb,,https://warwick.ac.uk/fac/sci/dcs/,65,University of Warwick,01a77tt86,University of Warwick,Coventry,52.40656,-1.51217,1.00,1.00,0,,,,auto
gr-ntua,csrankings,NTUA,gr,,https://www.ece.ntua.gr,65,National Technical University of Athens,03cx6bg69,National Technical University of Athens,Athens,37.98376,23.72784,1.00,1.00,1,,,,auto
it-university-of-pisa,csrankings,University of Pisa,it,,https://di.unipi.it/en/,65,University of Pisa,03ad39j10,University of Pisa,Pisa,43.70853,10.4036,1.00,1.00,1,,,,auto
de-tu-berlin,csrankings,TU Berlin,de,,https://www.tu.berlin/en/eecs,64,TU Berlin,03v4gjf40,Technische Universität Berlin,Berlin,52.52437,13.41053,1.00,1.00,0,,,,auto
ie-university-college-dublin,csrankings,University College Dublin,ie,,https://www.ucd.ie/cs/,64,University College Dublin,05m7pjf47,University College Dublin,Dublin,53.33306,-6.24889,1.00,1.00,1,,,,auto
gb-university-of-birmingham,csrankings,University of Birmingham,gb,,https://www.birmingham.ac.uk/schools/computer-science/,63,University of Birmingham,03angcq70,University of Birmingham,Birmingham,52.48142,-1.89983,1.00,1.00,0,,,,auto
gb-university-of-nottingham,csrankings,University of Nottingham,gb,,https://www.nottingham.ac.uk/computerscience/,63,University of Nottingham,01ee9ar58,University of Nottingham,Nottingham,52.9536,-1.15047,1.00,1.00,0,,,,auto
gb-university-of-kent,csrankings,University of Kent,gb,,https://www.cs.kent.ac.uk,62,University of Kent,00xkeyj56,University of Kent,Canterbury,51.27904,1.07992,1.00,1.00,1,,,,auto
gb-lancaster-university,csrankings,Lancaster University,gb,,https://www.lancaster.ac.uk/scc/,61,Lancaster University,04f2nsd36,Lancaster University,Lancaster,54.04649,-2.79988,1.00,1.00,1,,,,auto
gb-queen-mary-university-of-london,csrankings,Queen Mary University of London,gb,,https://www.qmul.ac.uk/eecs/,61,Queen Mary University of London,026zzn846,Queen Mary University of London,London,51.50853,-0.12574,1.00,1.00,0,,,,auto
de-karlsruhe-inst-of-technology,csrankings,Karlsruhe Inst. of Technology,de,,https://www.informatik.kit.edu/english/,60,Karlsruhe Institute of Technology,04t3en479,Karlsruhe Institute of Technology,Karlsruhe,49.00937,8.40444,1.00,1.00,1,,,,auto
gb-heriot-watt-university,csrankings,Heriot-Watt University,gb,,https://www.hw.ac.uk/about/our-schools/mathematical-and-computer-sciences/,60,Heriot-Watt University,04mghma93,Heriot-Watt University,Edinburgh,55.95206,-3.19648,1.00,1.00,0,,,,auto
nl-radboud-university,csrankings,Radboud University,nl,,https://www.cs.ru.nl,60,Radboud University Nijmegen,016xsfp80,Radboud University Nijmegen,Nijmegen,51.8425,5.85278,1.00,1.00,1,,,,auto
be-ku-leuven,csrankings,KU Leuven,be,,https://wms.cs.kuleuven.be/cs/english,59,KU Leuven,05f950310,KU Leuven,Leuven,50.87959,4.70093,1.00,1.00,1,,,,auto
gr-university-of-piraeus,csrankings,University of Piraeus,gr,,https://www.ds.unipi.gr,59,University of Piraeus,02qs84g94,University of Piraeus,Piraeus,37.94203,23.64619,1.00,1.00,1,,,,auto
dk-aarhus-university,csrankings,Aarhus University,dk,,https://cs.au.dk/,58,Aarhus University,01aj84f44,Aarhus University,Aarhus,56.15674,10.21076,1.00,1.00,1,,,,auto
gb-university-of-bath,csrankings,University of Bath,gb,,https://www.bath.ac.uk/departments/department-of-computer-science/,58,University of Bath,002h8g185,University of Bath,Bath,51.3751,-2.36172,1.00,1.00,0,,,,auto
nl-utrecht-university,csrankings,Utrecht University,nl,,https://www.uu.nl,58,Utrecht University,04pp8hn57,Utrecht University,Utrecht,52.09083,5.12222,1.00,1.00,1,,,,auto
de-max-planck-society,csrankings,Max Planck Society,de,,https://www.mpi-inf.mpg.de/,57,Max Planck Society,01hhn8329,Max Planck Society,Munich,48.13743,11.57549,1.00,1.00,0,,,,auto
nl-university-of-amsterdam,csrankings,University of Amsterdam,nl,,https://ivi.uva.nl/,57,University of Amsterdam,04dkp9463,University of Amsterdam,Amsterdam,52.37403,4.88969,1.00,1.00,1,,,,auto
gb-university-of-leeds,csrankings,University of Leeds,gb,,https://eps.leeds.ac.uk/computing,55,University of Leeds,024mrxd33,University of Leeds,Leeds,53.79648,-1.54785,1.00,1.00,1,,,,auto
ie-trinity-college-dublin,csrankings,Trinity College Dublin,ie,,https://www.scss.tcd.ie,55,Trinity College Dublin,02tyrky19,Trinity College Dublin,Dublin,53.33306,-6.24889,1.00,1.00,1,,,,auto
de-cispa-helmholtz-center,csrankings,CISPA Helmholtz Center,de,,https://cispa.saarland,54,CISPA Helmholtz Center for Information Security,02njgxr09,Helmholtz Center for Information Security,Saarbrücken,49.23262,7.00982,1.00,0.93,0,,,,auto
de-rwth-aachen-university,csrankings,RWTH Aachen University,de,,https://www.informatik.rwth-aachen.de/,54,RWTH Aachen University,04xfq0f34,RWTH Aachen University,Aachen,50.77664,6.08342,1.00,1.00,0,,,,auto
de-tu-dresden,csrankings,TU Dresden,de,,https://tu-dresden.de/ing/informatik,54,TU Dresden,042aqky30,Technische Universität Dresden,Dresden,51.05089,13.73832,1.00,1.00,1,,,,auto
dk-aalborg-university,csrankings,Aalborg University,dk,,https://www.cs.aau.dk/,54,Aalborg University,04m5j1k67,Aalborg University,Aalborg,57.048,9.9187,1.00,1.00,1,,,,auto
cz-masaryk-university,csrankings,Masaryk University,cz,,https://www.muni.cz,53,Masaryk University,02j46qs45,Masaryk University,Brno,49.19522,16.60796,1.00,1.00,1,,,,auto
gb-university-of-surrey,csrankings,University of Surrey,gb,,https://www.surrey.ac.uk,53,University of Surrey,00ks66431,University of Surrey,Guildford,51.23536,-0.57427,1.00,1.00,1,,,,auto
es-university-of-murcia,csrankings,University of Murcia,es,,https://webs.um.es,52,University of Murcia,03p3aeb86,Universidad de Murcia,Murcia,37.98704,-1.13004,1.00,1.00,1,,,,auto
de-tu-darmstadt,csrankings,TU Darmstadt,de,,https://www.informatik.tu-darmstadt.de/,50,TU Darmstadt,05n911h24,Technische Universität Darmstadt,Darmstadt,49.87167,8.65027,1.00,1.00,1,,,,auto
gb-open-university-uk,csrankings,Open University UK,gb,,https://stem.open.ac.uk,50,Open University UK,05mzfcs16,The Open University,Milton Keynes,52.04172,-0.75583,1.00,0.81,1,,,,auto
de-lmu-munich,csrankings,LMU Munich,de,,https://www.ifi.lmu.de/,49,LMU Munich,05591te55,Ludwig-Maximilians-Universität München,Munich,48.13743,11.57549,0.95,0.86,1,,,,auto
de-university-of-t-bingen,csrankings,University of Tübingen,de,,https://uni-tuebingen.de/en/faculties/faculty-of-science/departments/computer-science/department/,49,University of Tübingen,03a1kwz48,University of Tübingen,Tübingen,48.52266,9.05222,1.00,1.00,0,,,,auto
gb-middlesex-university,csrankings,Middlesex University,gb,,https://www.mdx.ac.uk,49,Middlesex University,01rv4p989,Middlesex University,London,51.50853,-0.12574,1.00,1.00,1,,,,auto
gr-university-of-athens,csrankings,University of Athens,gr,,https://cgi.di.uoa.gr,49,University of Athens,04gnjpq42,National and Kapodistrian University of Athens,Athens,37.98376,23.72784,1.00,1.00,1,,,,auto
gb-city-university-of-london,csrankings,City University of London,gb,,https://www.city.ac.uk/about/schools/science-technology/computer-science,48,City University of London,047ybhc09,"City St George's, University of London",London,51.50853,-0.12574,1.00,1.00,0,,,,auto
at-ist-austria,csrankings,IST Austria,at,,https://ist.ac.at/en/research/,47,IST Austria,03gnh5541,Institute of Science and Technology Austria,Klosterneuburg,48.30521,16.32522,1.00,1.00,0,,,,auto
gb-goldsmiths-university-of-london,csrankings,Goldsmiths University of London,gb,,https://www.gold.ac.uk/computing/,47,Goldsmiths University of London,01khx4a30,Goldsmiths University of London,London,51.50853,-0.12574,1.00,1.00,1,,,,auto
gb-university-of-st-andrews,csrankings,University of St Andrews,gb,,https://www.st-andrews.ac.uk/computer-science/,46,University of St Andrews,02wn5qz54,University of St Andrews,St Andrews,56.33871,-2.79902,1.00,1.00,0,,,,auto
de-saarland-university,csrankings,Saarland University,de,,https://www.uni-saarland.de/en/department/computer-science.html,45,Saarland University,01jdpyv68,Saarland University,Saarbrücken,49.23262,7.00982,1.00,1.00,0,,,,auto
de-university-of-l-beck,csrankings,University of Lübeck,de,,https://www.imis.uni-luebeck.de,45,University of Lübeck,00t3r8h32,University of Lübeck,Lübeck,53.86893,10.68729,1.00,1.00,0,,,,auto
fi-tampere-university,csrankings,Tampere University,fi,,https://www.tuni.fi,45,Tampere University,033003e23,Tampere University,Tampere,61.49911,23.78712,1.00,1.00,0,,,,auto
